,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
567,1325557,https://www.airbnb.com/rooms/1325557,"L'Aranceto Guest House - ""Stil Novo"" penthouse",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.7843,11.23122,Entire home/apt,4,1.0,$50.00,15,45,75,340,13,2,,t,9,3.04
568,1325879,https://www.airbnb.com/rooms/1325879,"L'Aranceto Guest House - ""Cherubini"" room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78441,11.23108,Private room,3,1.0,$31.00,17,44,74,339,15,1,,t,9,3.22
569,1326054,https://www.airbnb.com/rooms/1326054,"L'Aranceto Guest House - ""Orange Kiss"" room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78599,11.23308,Private room,2,1.0,$36.00,13,43,73,338,9,0,,t,9,2.3
570,1326240,https://www.airbnb.com/rooms/1326240,"L'Aranceto Guest House - ""Florence in Red"" Room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78433,11.23316,Private room,2,1.0,$31.00,23,53,83,348,17,2,,t,9,3.42
571,1326317,https://www.airbnb.com/rooms/1326317,"L'Aranceto Guest House - ""Old Basin"" room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78397,11.2315,Private room,3,1.0,$30.00,15,45,75,340,19,2,,t,9,2.65
572,1329174,https://www.airbnb.com/rooms/1329174,Florentine Heart/Italian Soul/Sgl,1676313,Elisa & Mirko,2012-01-30,"Tuscany, Italy",2,Centro Storico,43.78243,11.24162,Private room,1,1.0,$23.00,0,15,21,251,0,0,,f,2,0.02
573,1329332,https://www.airbnb.com/rooms/1329332,Studio Apartment Barbadori,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.76739,11.25197,Entire home/apt,2,1.0,$52.00,25,55,85,348,11,2,,t,26,0.49
574,1331713,https://www.airbnb.com/rooms/1331713,"Piccola  ""dimora la Petraia""",7223609,Grazia,2013-07-01,"Florence, Tuscany, Italy",1,Rifredi,43.81579,11.22975,Entire home/apt,4,1.0,$56.00,1,30,60,335,0,0,,f,1,0.03
575,1332034,https://www.airbnb.com/rooms/1332034,The real heart of Florence's center,7224203,"Federico, Mat, Màrcia",2013-07-01,"Florence, Tuscany, Italy",7,Centro Storico,43.7744,11.25421,Private room,2,1.0,$51.00,14,44,74,74,19,0,,f,3,2.3
576,1334229,https://www.airbnb.com/rooms/1334229,APARTMENT CENTER FLORENCE SANTCROCE,6612029,Giulio,2013-05-28,"Florence, Tuscany, Italy",1,Centro Storico,43.76929,11.26187,Entire home/apt,4,1.0,$60.00,25,55,85,360,0,0,,f,2,0.03
577,1338618,https://www.airbnb.com/rooms/1338618,DesignApartments Florence Alain City Centre,7259150,Serena,2013-07-03,"Florence, Tuscany, Italy",9,Centro Storico,43.77352,11.253,Entire home/apt,4,2.0,$117.00,8,35,42,234,2,0,,t,5,0.69
578,1338663,https://www.airbnb.com/rooms/1338663,DESIGN APARTMENTS FLORENCE SERENA FREE WI-FI,7259150,Serena,2013-07-03,"Florence, Tuscany, Italy",9,Centro Storico,43.78045,11.26242,Entire home/apt,4,2.0,$116.00,2,24,31,232,0,0,,t,5,0.09
579,1339089,https://www.airbnb.com/rooms/1339089,Santa Croce apt in 12 century tower,3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.76947,11.25982,Entire home/apt,3,1.0,"$1,774.00",0,0,0,0,0,0,,f,7,3.35
580,1341848,https://www.airbnb.com/rooms/1341848,Lovely Central Cozy Apartment.. Daniela's Dream,7276248,Daniela,2013-07-04,"Rome, Lazio, Italy",1,Centro Storico,43.76939,11.24055,Entire home/apt,4,1.0,$75.00,0,0,0,0,0,0,,t,1,1.89
581,1348607,https://www.airbnb.com/rooms/1348607,Your room in old Florence,2293772,Davide,2012-05-04,"Florence, Tuscany, Italy",2,Centro Storico,43.76529,11.24827,Private room,1,1.0,$33.00,0,12,42,317,6,0,,f,2,0.2
582,1348630,https://www.airbnb.com/rooms/1348630,"Room "" Watercolour"" Casa Rosati",7317080,Elisabetta,2013-07-06,"Florence, Tuscany, Italy",2,Campo di Marte,43.78351,11.28768,Private room,1,1.0,$30.00,21,50,80,355,8,0,,f,2,1.72
583,1348853,https://www.airbnb.com/rooms/1348853,"Room ""Disegno"" Casa Rosati",7317080,Elisabetta,2013-07-06,"Florence, Tuscany, Italy",2,Campo di Marte,43.78134,11.28764,Private room,2,1.0,$28.00,19,48,78,353,2,1,,f,2,0.93
584,1354290,https://www.airbnb.com/rooms/1354290,Artist's house with free breakfast!,7347622,Vanessa,2013-07-08,"Florence, Tuscany, Italy",2,Centro Storico,43.76377,11.24801,Entire home/apt,4,1.0,$56.00,19,49,79,94,8,0,,t,1,0.93
585,1356196,https://www.airbnb.com/rooms/1356196,NICE & COZY CENTRAL APARTMENT.,7334974,Marisol,2013-07-07,"Florence, Tuscany, Italy",1,Centro Storico,43.7704,11.26838,Entire home/apt,3,,$50.00,0,0,0,0,3,0,,t,1,1.46
586,1358758,https://www.airbnb.com/rooms/1358758,special room yellow florence....,3950491,Roberto,2012-10-23,"Florence, Tuscany, Italy",3,Campo di Marte,43.78758,11.27186,Private room,4,1.0,$35.00,0,0,16,291,0,0,,t,3,2.43
587,1358804,https://www.airbnb.com/rooms/1358804,NICE APARTMENT in FLORENCE (4 bedrooms + parking),7375354,Mia,2013-07-09,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.7788,11.19832,Entire home/apt,8,4.0,$120.00,25,55,85,358,4,0,,t,1,1.47
588,1361503,https://www.airbnb.com/rooms/1361503,"L'Aranceto Guest House - ""Light Flower"" room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78435,11.23271,Private room,3,1.0,$41.00,5,22,47,312,1,0,,t,9,0.43
589,1361748,https://www.airbnb.com/rooms/1361748,"L'Aranceto Guest House - ""Golden Floor"" room",7190648,L'Aranceto Guest House,2013-06-30,"Florence, Tuscany, Italy",9,Centro Storico,43.78572,11.23254,Private room,3,1.0,$31.00,8,38,68,333,4,0,,t,9,1.69
590,1367360,https://www.airbnb.com/rooms/1367360,LOFT FLORENCE CENTER Historical,4856062,Domenica,2013-01-26,"Florence, Tuscany, Italy",2,Centro Storico,43.76454,11.2426,Private room,2,1.0,$100.00,30,60,90,365,0,0,,f,2,
591,1367404,https://www.airbnb.com/rooms/1367404,Delightful flat in front of Santa Croce,1384542,Francesco,2011-11-08,"Florence, Tuscany, Italy",0,Centro Storico,43.76956,11.26036,Entire home/apt,3,1.0,$49.00,0,0,0,0,0,0,,t,2,1.25
592,1371627,https://www.airbnb.com/rooms/1371627,EXCLUSIVE FLAT PIAZZA STROZZI,7480174,Anna Clementina,2013-07-14,IT,11,Centro Storico,43.77074,11.25212,Entire home/apt,4,1.0,$245.00,14,34,50,265,15,1,,t,12,2.65
593,1372290,https://www.airbnb.com/rooms/1372290,"Unique holiday at ""Raphael""",7439057,Rita E Gisella,2013-07-12,"Florence, Tuscany, Italy",35,Centro Storico,43.77022,11.26796,Entire home/apt,4,1.0,$87.00,27,31,42,237,0,0,,t,31,0.32
594,1373059,https://www.airbnb.com/rooms/1373059,"lovely apartment ""Donatello""",7439057,Rita E Gisella,2013-07-12,"Florence, Tuscany, Italy",35,Centro Storico,43.77045,11.26797,Entire home/apt,5,1.0,$89.00,27,57,87,285,2,1,,t,31,0.17
595,1373115,https://www.airbnb.com/rooms/1373115,Appartamento luminoso vicino alla Basilica di Santa Croce,7439057,Rita E Gisella,2013-07-12,"Florence, Tuscany, Italy",35,Centro Storico,43.77045,11.26797,Entire home/apt,4,1.0,$90.00,23,53,83,278,2,0,,t,31,0.75
596,1373169,https://www.airbnb.com/rooms/1373169,"Quiet and lovely ""Leonardo""",7439057,Rita E Gisella,2013-07-12,"Florence, Tuscany, Italy",35,Centro Storico,43.77044,11.26788,Entire home/apt,4,1.0,$92.00,27,57,87,269,0,0,,t,31,0.07
597,1374538,https://www.airbnb.com/rooms/1374538,Home for Home Quiet and Peace in St Croce A Jewel,7448377,Loredana,2013-07-12,"Florence, Tuscany, Italy",1,Centro Storico,43.77148,11.26388,Entire home/apt,3,1.0,$130.00,8,30,60,222,7,1,,t,1,1.03
598,1376740,https://www.airbnb.com/rooms/1376740,Nice romantic room in Florence,7457385,Katerina,2013-07-13,"Florence, Tuscany, Italy",1,Rifredi,43.79264,11.22029,Private room,2,1.0,$40.00,0,14,44,290,0,0,,f,1,1.59
599,1385398,https://www.airbnb.com/rooms/1385398,appartamento Apostoli,7497146,Bruno,2013-07-15,"Florence, Tuscany, Italy",2,Centro Storico,43.77017,11.25214,Entire home/apt,6,2.0,$99.00,0,0,1,149,0,0,,t,1,3.62
600,1396463,https://www.airbnb.com/rooms/1396463,"Classic apt, 2steps from the Duomo",6007497,Duccio,2013-04-20,"Florence, Tuscany, Italy",2,Centro Storico,43.77449,11.25819,Entire home/apt,6,3.0,$60.00,0,0,0,0,0,0,,t,2,1.6
601,1405788,https://www.airbnb.com/rooms/1405788,L'ORANGERIE FOR LES ETRANGERS,2557201,Francesco,2012-06-05,"Florence, Toscana, Italy",1,Centro Storico,43.77475,11.23919,Private room,2,1.0,$72.00,27,57,87,362,0,0,,f,1,0.52
602,1407395,https://www.airbnb.com/rooms/1407395,Newly renovated apartment in the heart of Florence,7590259,Chiara,2013-07-19,"Florence, Tuscany, Italy",2,Centro Storico,43.76938,11.2542,Entire home/apt,4,2.0,$118.00,0,0,0,0,0,0,,f,1,
603,1440479,https://www.airbnb.com/rooms/1440479,"La Mandragola, Heart of Florence",5877295,Alessandra,2013-04-11,"Florence, Tuscany, Italy",2,Centro Storico,43.769,11.26628,Private room,2,1.0,$30.00,10,25,29,116,6,1,,t,1,2.26
604,1443802,https://www.airbnb.com/rooms/1443802,Oltrarno S.Frediano Apartment,7752437,Francesca,2013-07-27,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.77078,11.23671,Entire home/apt,4,1.0,$83.00,0,0,0,0,0,0,,t,1,0.92
605,1449583,https://www.airbnb.com/rooms/1449583,Design & cozy room in San Frediano/ Santo Spirito,7779445,Valeria,2013-07-28,"Florence, Tuscany, Italy",1,Centro Storico,43.76538,11.24245,Private room,2,1.0,$50.00,0,0,16,291,0,0,,f,1,1.02
606,1450425,https://www.airbnb.com/rooms/1450425,Campanella- Doppia con  Bagno Esterno,7783685,Nikolay,2013-07-28,"Florence, Tuscany, Italy",4,Centro Storico,43.77913,11.24256,Hotel room,2,1.0,$210.00,0,1,31,306,0,0,,t,4,0.15
607,1452799,https://www.airbnb.com/rooms/1452799,RUSTICI APPARTAMENTO With Terrace,362247,Sid,2011-01-25,"Florence, Tuscany, Italy",38,Centro Storico,43.76857,11.25879,Entire home/apt,6,2.0,$72.00,21,51,81,309,13,1,,t,33,0.68
608,1453484,https://www.airbnb.com/rooms/1453484,Lightful & cosy duplex in Florence,4502042,Patricia,2012-12-27,"Florence, Tuscany, Italy",2,Campo di Marte,43.7885,11.27122,Entire home/apt,3,1.0,$55.00,0,14,44,319,0,0,,f,1,0.05
609,1462943,https://www.airbnb.com/rooms/1462943,COFFEEhouse/casaBARTHEL,5272126,Elena,2013-02-28,"Florence, Tuscany, Italy",9,Gavinana Galluzzo,43.73192,11.21062,Entire home/apt,2,1.0,$100.00,27,57,87,358,5,0,,f,13,0.55
610,1472062,https://www.airbnb.com/rooms/1472062,VVBILO - your romantic paradise,669847,Alberto,2011-06-06,"Florence, Tuscany, Italy",3,Centro Storico,43.7705,11.24995,Entire home/apt,2,1.0,$64.00,15,45,75,308,2,0,,f,2,1.29
611,1474636,https://www.airbnb.com/rooms/1474636,Cosy flat in the heart of Florence,2454058,Alessandro+Azadeh,2012-05-24,"Florence, Toscana, Italy",9,Centro Storico,43.77345,11.25932,Entire home/apt,2,1.0,$45.00,0,0,0,0,0,0,,f,6,3.45
612,1481584,https://www.airbnb.com/rooms/1481584,"Firenze, Giardini di Boboli, Garage",7906880,Maurizio,2013-08-03,"Rome, Lazio, Italy",4,Centro Storico,43.75913,11.24997,Entire home/apt,4,1.0,$124.00,0,0,0,215,0,0,,f,1,0.02
613,1482355,https://www.airbnb.com/rooms/1482355,Florence 360°,7930693,Federico,2013-08-04,"Florence, Tuscany, Italy",1,Centro Storico,43.76739,11.2502,Entire home/apt,4,1.0,$102.00,21,51,81,337,22,0,,t,1,2.6
614,1490364,https://www.airbnb.com/rooms/1490364,PICCOLO PAPA - Charming flat in a 1860's Villa,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.7595,11.24209,Entire home/apt,3,1.0,$75.00,27,57,87,362,0,0,,f,14,0.02
615,1490842,https://www.airbnb.com/rooms/1490842,GIOVANNI - Studio facing large terrace,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.75815,11.24168,Entire home/apt,1,1.0,$65.00,25,55,85,360,0,0,,f,14,
616,1490969,https://www.airbnb.com/rooms/1490969,MICHELE - Penthouse with sleeping loft,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.76003,11.24307,Entire home/apt,4,1.0,$80.00,15,45,75,350,0,0,,f,14,0.02
617,1491410,https://www.airbnb.com/rooms/1491410,DEL BOLOGNA - Romantic apt. with Sleeping Loft,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.7591,11.24226,Entire home/apt,4,1.0,$80.00,0,0,0,260,0,0,,f,14,
618,1491531,https://www.airbnb.com/rooms/1491531,Apartment in the center of Florence,7969875,Tiziana,2013-08-06,"Florence, Tuscany, Italy",1,Centro Storico,43.77124,11.25532,Entire home/apt,3,1.0,$70.00,19,49,73,302,0,0,,t,1,1.56
619,1491574,https://www.airbnb.com/rooms/1491574,GHEGA - Lovely apartment facing large terrace,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.7591,11.24226,Entire home/apt,4,1.0,$99.00,0,0,0,260,0,0,,f,14,
620,1492601,https://www.airbnb.com/rooms/1492601,GUIDO - Studio facing large terrace,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.76003,11.24265,Entire home/apt,4,1.0,$90.00,26,56,86,361,1,0,,f,14,0.04
621,1496804,https://www.airbnb.com/rooms/1496804,PEPI APARTMENT,362247,Sid,2011-01-25,"Florence, Tuscany, Italy",38,Centro Storico,43.77022,11.26301,Entire home/apt,3,1.0,$62.00,0,13,43,318,6,0,,t,33,0.49
622,1500398,https://www.airbnb.com/rooms/1500398,Pitti  double room also for small group,2642614,Ninnananna,2012-06-15,"Florence, Tuscany, Italy",3,Centro Storico,43.77895,11.25507,Entire home/apt,11,4.0,$122.00,24,54,84,195,1,0,048017LTN3486,f,2,0.66
623,1500660,https://www.airbnb.com/rooms/1500660,Your Holiday in Santa Croce,8019239,Lapo,2013-08-08,"Florence, Tuscany, Italy",1,Centro Storico,43.76864,11.26069,Entire home/apt,3,2.0,$67.00,20,50,80,355,3,0,,f,1,1.49
624,1510461,https://www.airbnb.com/rooms/1510461,Spectacular view on Ponte Vecchio,3314526,Alessandro,2012-08-20,"Florence, Tuscany, Italy",64,Centro Storico,43.76724,11.25345,Entire home/apt,4,1.0,$77.00,24,54,84,355,8,2,,f,36,3.87
625,1510950,https://www.airbnb.com/rooms/1510950,Splendido Studio,8069666,Delio,2013-08-10,"Florence, Tuscany, Italy",1,Centro Storico,43.76934,11.26608,Private room,2,1.0,$193.00,28,58,88,88,0,0,,f,1,1.2
626,1514768,https://www.airbnb.com/rooms/1514768,APARTEMENT IN SANTA TRINITA,7480174,Anna Clementina,2013-07-14,IT,11,Centro Storico,43.76996,11.25198,Entire home/apt,4,1.0,$85.00,0,0,0,156,5,0,,f,12,4.08
627,1517034,https://www.airbnb.com/rooms/1517034,Cozy 1bdr apt historical palace,8099609,Roberto,2013-08-12,"Florence, Tuscany, Italy",10,Centro Storico,43.78266,11.25866,Entire home/apt,2,1.0,$70.00,0,0,0,0,0,0,,f,8,0.3
628,1522334,https://www.airbnb.com/rooms/1522334,Little Florentine heaven...,8124626,Vanni,2013-08-13,"Florence, Tuscany, Italy",1,Rifredi,43.78797,11.25263,Private room,1,1.0,$50.00,30,60,90,365,2,0,,t,1,0.9
629,1527158,https://www.airbnb.com/rooms/1527158,La Suite in Florence,5582451,Alessandra,2013-03-23,"Florence, Tuscany, Italy",3,Rifredi,43.80713,11.26142,Entire home/apt,2,1.0,$129.00,28,58,88,363,0,0,,f,3,0.69
630,1528390,https://www.airbnb.com/rooms/1528390,Lilium elegant Suite,274074,Elly,2010-10-29,"Florence, Toscana, Italy",22,Centro Storico,43.77543,11.24664,Entire home/apt,6,2.0,$193.00,25,55,85,354,3,1,,t,12,1.21
631,1538816,https://www.airbnb.com/rooms/1538816,Spacious studio apt Ancient Palazzo,8204522,Elena,2013-08-16,"Florence, Tuscany, Italy",7,Centro Storico,43.77194,11.25813,Entire home/apt,2,,$70.00,5,19,29,33,6,0,,t,10,0.88
632,1540174,https://www.airbnb.com/rooms/1540174,Charming apartment,8099609,Roberto,2013-08-12,"Florence, Tuscany, Italy",10,Rifredi,43.78281,11.25514,Entire home/apt,2,1.0,$70.00,0,0,0,190,0,0,,f,8,0.3
633,1546383,https://www.airbnb.com/rooms/1546383,Classy Apartment San Frediano Oltrarno,4779308,Ivana,2013-01-20,"Florence, Tuscany, Italy",2,Centro Storico,43.76906,11.24192,Entire home/apt,3,1.0,$100.00,0,0,0,44,0,0,,t,2,0.49
634,1550620,https://www.airbnb.com/rooms/1550620,"Maggio apartment, Pitti Square",1702993,Marusca,2012-02-05,"Florence, Toscana, Italy",6,Centro Storico,43.76722,11.24862,Entire home/apt,4,2.0,$95.00,0,0,0,0,0,0,,t,5,0.31
635,1551698,https://www.airbnb.com/rooms/1551698,Palazzo Belfiore - Leone X,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.7678,11.25121,Entire home/apt,5,1.0,$250.00,28,58,88,363,1,0,,t,7,0.23
636,1558952,https://www.airbnb.com/rooms/1558952,Federica's Suite with terrace,8297815,Jacopo&Federica,2013-08-21,"Florence, Tuscany, Italy",4,Centro Storico,43.77784,11.2568,Entire home/apt,3,1.0,$100.00,3,17,17,155,0,0,,f,3,2.34
637,1567885,https://www.airbnb.com/rooms/1567885,Guesthouse Room Il Fico - stay of charm,8339475,Simona,2013-08-23,"Florence, Tuscany, Italy",1,Centro Storico,43.78139,11.24384,Private room,2,1.0,$29.00,10,36,66,66,17,1,5690/2018/SUAP del 17/05/2018 - prot. n° 159138,f,1,3.15
638,1569011,https://www.airbnb.com/rooms/1569011,CERAMIChouse/casaBARTHEL  15' from the City Center,5272126,Elena,2013-02-28,"Florence, Tuscany, Italy",9,Gavinana Galluzzo,43.73207,11.21049,Entire home/apt,2,1.0,$100.00,0,0,0,271,3,0,,f,13,0.53
639,1569119,https://www.airbnb.com/rooms/1569119,FARMERShouse/casaBARTHEL 15' from the City Center,5272126,Elena,2013-02-28,"Florence, Tuscany, Italy",9,Gavinana Galluzzo,43.73206,11.21048,Entire home/apt,2,1.0,$100.00,23,50,80,351,9,0,,f,13,1.05
640,1591926,https://www.airbnb.com/rooms/1591926,Palazzo Belfiore - Ponte Vecchio,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.76588,11.24914,Entire home/apt,4,2.0,$250.00,25,55,85,360,4,0,,t,7,0.06
641,1592004,https://www.airbnb.com/rooms/1592004,Nice apartment in Santo Spirito,4365633,Leopoldo,2012-12-09,"Florence, Tuscany, Italy",9,Centro Storico,43.76592,11.24912,Entire home/apt,2,1.0,$80.00,6,36,66,341,0,0,,f,1,0.03
642,1592406,https://www.airbnb.com/rooms/1592406,Apartment Ricasoli,6976636,Alberto,2013-06-18,"Florence, Tuscany, Italy",8,Centro Storico,43.77436,11.25667,Entire home/apt,4,1.0,$199.00,26,56,81,340,0,0,,t,7,0.38
643,1602088,https://www.airbnb.com/rooms/1602088,FlorenceUffiziPonteVecchio2-4pers.,8537173,Sara,2013-08-30,"Florence, Tuscany, Italy",1,Centro Storico,43.77047,11.25391,Entire home/apt,4,1.0,$83.00,30,60,90,365,0,0,,f,1,0.12
644,1604550,https://www.airbnb.com/rooms/1604550,OASI IN THE HEART OF FLORENCE,8548714,Marie,2013-08-31,"Florence, Tuscany, Italy",3,Centro Storico,43.768414,11.258753,Entire home/apt,4,2.0,$133.00,8,12,12,164,34,8,,t,3,3.43
645,1604822,https://www.airbnb.com/rooms/1604822,Palazzo Belfiore - Apt Caterina,8263812,Federico,2013-08-19,"Florence, Tuscany, Italy",10,Centro Storico,43.76725,11.25034,Entire home/apt,6,3.0,$290.00,28,58,88,360,0,0,,t,7,0.05
646,1606527,https://www.airbnb.com/rooms/1606527,Cosimo Room,665554,Cosimo,2011-06-05,"Florence, Toscana, Italy",1,Rifredi,43.799,11.23371,Private room,1,1.0,$80.00,23,53,83,358,0,0,,f,1,
647,1612000,https://www.airbnb.com/rooms/1612000,"Il Gelsomino - CENTRAL DESIGN HOUSE, EASY PARKING",8581575,Giulia,2013-09-02,"Florence, Tuscany, Italy",1,Gavinana Galluzzo,43.75148,11.24055,Entire home/apt,3,1.0,$112.00,23,53,83,173,0,0,,f,1,0.18
648,1615787,https://www.airbnb.com/rooms/1615787,The true Heart of Florence: BEST CENTRAL LOCATION,6079316,Walter,2013-04-24,"Florence, Tuscany, Italy",1,Centro Storico,43.7662,11.2478,Entire home/apt,3,1.0,$57.00,22,52,82,357,11,0,,t,1,2.86
649,1621152,https://www.airbnb.com/rooms/1621152,Splendida Casa sull'Albero a Pochi Minuti da Firenze,5272126,Elena,2013-02-28,"Florence, Tuscany, Italy",9,Gavinana Galluzzo,43.73198,11.21041,Entire home/apt,2,1.0,$250.00,7,29,59,317,61,2,,f,13,5.56
650,1629028,https://www.airbnb.com/rooms/1629028,Pitti House,8658107,Dimitri,2013-09-05,"Florence, Tuscany, Italy",2,Centro Storico,43.76628,11.24628,Entire home/apt,3,1.0,$50.00,0,0,0,67,0,0,,t,2,1.29
651,1634852,https://www.airbnb.com/rooms/1634852,PAINTER HOME,8002067,Luca,2013-08-07,"Florence, Tuscany, Italy",0,Rifredi,43.79175,11.24842,Entire home/apt,2,1.0,$59.00,0,0,0,0,0,0,,t,1,0.35
652,1648763,https://www.airbnb.com/rooms/1648763,Appartamento luminoso a S. Croce,8711101,Piermarco,2013-09-08,"Florence, Tuscany, Italy",1,Centro Storico,43.76944,11.26452,Entire home/apt,4,2.0,$75.00,18,18,18,241,1,1,,f,1,0.06
653,1649129,https://www.airbnb.com/rooms/1649129,Welcome to Valeri's house.,8748606,Germana,2013-09-10,"Florence, Tuscany, Italy",1,Centro Storico,43.76977,11.25239,Entire home/apt,4,1.0,$150.00,26,56,86,361,0,0,,f,1,0.73
654,1658027,https://www.airbnb.com/rooms/1658027,Loft Pinocchio / solo vacanze o brevi soggiorni,8788362,Valentina,2013-09-12,"San Piero in Bagno, Emilia-Romagna, Italy",1,Isolotto Legnaia,43.76644,11.20865,Entire home/apt,5,1.0,$54.00,4,34,64,334,9,0,,f,1,0.51
655,1659649,https://www.airbnb.com/rooms/1659649,terrace and view over the Duomo,6850088,E.M. Di Del Bianco Ernesto & C.,2013-06-11,"Florence, Tuscany, Italy",1,Centro Storico,43.77153,11.26096,Entire home/apt,8,4.0,$807.00,6,17,33,201,0,0,,f,6,0.16
656,1670908,https://www.airbnb.com/rooms/1670908,Carmine Suite in heart of Oltrarno,8846138,Maria Chiara,2013-09-15,"Florence, Tuscany, Italy",63,Centro Storico,43.76835,11.24101,Entire home/apt,4,1.0,$80.00,12,21,51,326,0,0,,f,4,1.86
657,1676402,https://www.airbnb.com/rooms/1676402,Center city room/bathroom en suite,8627044,Giuseppe,2013-09-04,"Florence, Tuscany, Italy",1,Centro Storico,43.77587,11.24186,Private room,2,1.0,$70.00,0,0,0,0,0,0,,f,1,0.95
658,1685038,https://www.airbnb.com/rooms/1685038,Cantinetta in San Frediano,8908604,Uma & Tina,2013-09-18,"Florence, Tuscany, Italy",4,Centro Storico,43.76791,11.24612,Entire home/apt,3,1.0,$60.00,25,55,85,360,0,0,,f,3,3.16
659,1685310,https://www.airbnb.com/rooms/1685310,Small apartment in the centre,5459585,Mariaclaudia,2013-03-14,"Florence, Tuscany, Italy",1,Centro Storico,43.77521,11.26408,Entire home/apt,2,,$43.00,0,0,0,220,1,0,,f,1,0.63
660,1687786,https://www.airbnb.com/rooms/1687786,Stylish central flat Pitti Palace,4101842,Florent,2012-11-09,"Florence, Tuscany, Italy",8,Centro Storico,43.76544,11.2472,Entire home/apt,3,1.0,$115.00,23,23,23,23,0,0,,t,8,0.12
661,1687878,https://www.airbnb.com/rooms/1687878,Suite Penthouse (2/5 guests) in the center,4101842,Florent,2012-11-09,"Florence, Tuscany, Italy",8,Centro Storico,43.76552,11.24527,Entire home/apt,5,2.0,$174.00,23,23,23,23,3,0,,t,8,0.08
662,1689559,https://www.airbnb.com/rooms/1689559,Charming apt in Borgo Pinti - 4 pax,4283511,Anna,2012-11-29,"Parma, Emilia-Romagna, Italy",2,Campo di Marte,43.77761,11.27289,Entire home/apt,4,2.0,$115.00,0,0,0,260,0,0,,f,1,0.04
663,1701488,https://www.airbnb.com/rooms/1701488,Beautiful flat. 2steps from Duomo.,6007497,Duccio,2013-04-20,"Florence, Tuscany, Italy",2,Centro Storico,43.77548,11.25931,Entire home/apt,6,2.0,$56.00,0,0,0,0,0,0,,t,2,0.95
664,1703483,https://www.airbnb.com/rooms/1703483,Roof top Piazzale Michelangelo,8993344,Costanza,2013-09-22,"Florence, Tuscany, Italy",2,Gavinana Galluzzo,43.75353,11.25765,Entire home/apt,4,2.0,$170.00,0,0,0,48,0,0,,f,2,0.26
665,1706328,https://www.airbnb.com/rooms/1706328,"A romantic ""Casa Torre 'del 300""",5233183,Barbara,2013-02-26,"Florence, Tuscany, Italy",3,Centro Storico,43.76403,11.25712,Entire home/apt,6,2.0,$52.00,23,51,79,352,9,2,,f,3,2.42
666,1706765,https://www.airbnb.com/rooms/1706765,Casa di Annusca Venus'room,140170,Fabio,2010-06-07,"Florence, Toscana, Italy",5,Centro Storico,43.76269,11.24143,Hotel room,4,1.0,$70.00,14,44,74,268,0,0,,t,5,0.19
667,1726532,https://www.airbnb.com/rooms/1726532,"Flat Piazza Signoria, 4/6 persons",6630698,Roberto,2013-05-29,"Florence, Tuscany, Italy",2,Centro Storico,43.77124,11.25352,Entire home/apt,4,2.0,$120.00,5,35,65,340,0,0,,f,2,0.09
668,1731800,https://www.airbnb.com/rooms/1731800,PANZANI Apartment Near The  Train Station Santa Maria Novella,362247,Sid,2011-01-25,"Florence, Tuscany, Italy",38,Centro Storico,43.77381,11.25173,Entire home/apt,6,2.0,$84.00,20,50,80,355,18,0,,t,33,1.24
669,1734658,https://www.airbnb.com/rooms/1734658,Studio Appartment near Sta Croce Superb Location,9137092,Silvia,2013-09-30,"Florence, Tuscany, Italy",15,Centro Storico,43.77024,11.26456,Entire home/apt,3,1.0,$55.00,19,29,29,80,2,1,,f,8,1.44
